policy_no;class;start_date;end_date;premium;premium_re
18754;102;2020-08-04;2021-08-05;12142;784
18755;305;2020-12-28;2021-12-29;17242;10135
18756;305;2020-10-30;2021-10-31;25884;0
18757;305;2020-12-18;2021-12-19;46814;0
18758;308;2020-11-25;2021-11-26;21269;0
18759;305;2020-12-15;2021-12-16;14156;0
18760;306;2020-12-08;2021-12-09;35601;0
18761;301;2020-05-09;2021-05-10;42557;26581
18762;307;2020-04-21;2021-04-22;24532;0
18763;308;2020-10-23;2021-10-24;36001;0
18764;308;2020-03-25;2021-03-26;16238;0
18765;102;2020-02-02;2021-02-02;31535;0
18766;101;2020-01-19;2021-01-19;32964;0
18767;305;2020-04-01;2021-04-02;49045;3561
18768;301;2020-08-02;2021-08-03;10403;0
18769;308;2020-04-10;2021-04-11;36884;0
18770;305;2020-11-07;2021-11-08;30218;0
18771;101;2020-09-07;2021-09-08;15841;0
18772;307;2020-09-12;2021-09-13;35491;5165
18773;306;2020-06-28;2021-06-29;11606;0
18774;301;2020-01-30;2021-01-30;14433;0
18775;308;2020-09-28;2021-09-29;37670;0
18776;102;2020-12-10;2021-12-11;20931;0
18777;301;2020-12-04;2021-12-05;37362;0
18778;102;2020-08-21;2021-08-22;42492;0
18779;102;2020-01-16;2021-01-16;35311;495
18780;305;2020-07-15;2021-07-16;21466;0
18781;301;2020-02-20;2021-02-20;38561;0
18782;101;2020-01-03;2021-01-03;16138;0
18783;307;2020-05-04;2021-05-05;31335;6781
18784;305;2020-05-05;2021-05-06;41725;0
18785;101;2020-06-04;2021-06-05;47351;40493
18786;308;2020-08-15;2021-08-16;32216;0
18787;101;2020-10-08;2021-10-09;24046;0
18788;301;2020-05-31;2021-06-01;30822;0
18789;305;2020-07-07;2021-07-08;26967;0
18790;308;2020-03-08;2021-03-09;48230;0
18791;305;2020-04-17;2021-04-18;41568;0
18792;102;2020-03-25;2021-03-26;27991;0
18793;301;2020-03-04;2021-03-05;49586;47121
18794;102;2020-06-05;2021-06-06;43415;0
18795;102;2020-08-27;2021-08-28;34739;19749
18796;305;2020-12-25;2021-12-26;34179;0
18797;301;2020-05-31;2021-06-01;14348;0
18798;308;2020-03-19;2021-03-20;32904;0
18799;301;2020-05-12;2021-05-13;31863;0
18800;301;2020-12-26;2021-12-27;26289;0
18801;305;2020-06-25;2021-06-26;44451;0
18802;301;2020-03-14;2021-03-15;16385;0
18803;301;2020-07-24;2021-07-25;44740;0
18804;102;2020-05-01;2021-05-02;17095;0
18805;301;2020-04-28;2021-04-29;33917;0
18806;308;2020-05-01;2021-05-02;46682;0
18807;101;2020-02-24;2021-02-24;14128;0
18808;307;2020-08-26;2021-08-27;46109;10160
18809;306;2020-06-27;2021-06-28;36402;0
18810;306;2020-12-04;2021-12-05;47347;0
18811;301;2020-05-23;2021-05-24;23676;0
18812;305;2020-12-21;2021-12-22;13977;0
18813;102;2020-01-07;2021-01-07;29966;3917
18814;307;2020-02-10;2021-02-10;32121;31309
18815;305;2020-09-20;2021-09-21;11052;0
18816;308;2020-11-04;2021-11-05;12013;0
18817;307;2020-06-29;2021-06-30;17972;0
18818;102;2020-10-14;2021-10-15;20553;0
18819;308;2020-02-01;2021-02-01;24123;0
18820;306;2020-07-13;2021-07-14;42921;0
18821;307;2020-05-30;2021-05-31;13118;0
18822;307;2020-10-05;2021-10-06;18426;317
18823;301;2020-12-08;2021-12-09;36103;0
18824;102;2020-09-14;2021-09-15;30155;0
18825;308;2020-08-25;2021-08-26;26963;0
18826;301;2020-11-22;2021-11-23;42861;0
18827;301;2020-06-17;2021-06-18;44450;40764
18828;101;2020-04-30;2021-05-01;45059;0
18829;301;2020-05-12;2021-05-13;44355;0
18830;307;2020-08-13;2021-08-14;29841;16350
18831;305;2020-08-26;2021-08-27;44827;0
18832;102;2020-12-28;2021-12-29;26055;0
18833;102;2020-11-24;2021-11-25;40036;0
18834;306;2020-12-09;2021-12-10;11698;0
18835;306;2020-02-20;2021-02-20;24567;0
18836;301;2020-04-30;2021-05-01;24686;6185
18837;305;2020-09-23;2021-09-24;35248;0
18838;308;2020-09-10;2021-09-11;10651;4794
18839;301;2020-05-24;2021-05-25;44946;0
18840;308;2020-07-07;2021-07-08;44448;0
18841;307;2020-06-13;2021-06-14;40341;7561
18842;306;2020-11-02;2021-11-03;23346;0
18843;307;2020-08-15;2021-08-16;42513;0
18844;308;2020-01-28;2021-01-28;31978;0
18845;101;2020-11-11;2021-11-12;36262;0
18846;301;2020-05-05;2021-05-06;44279;25441
18847;301;2020-08-07;2021-08-08;14573;0
18848;308;2020-09-25;2021-09-26;36083;0
18849;301;2020-03-13;2021-03-14;14140;0
18850;101;2020-01-05;2021-01-05;42289;0
18851;307;2020-07-25;2021-07-26;22907;0
18852;101;2020-12-21;2021-12-22;13305;0
18853;305;2020-09-07;2021-09-08;46769;0
18854;306;2020-12-16;2021-12-17;44822;0
18855;101;2020-12-03;2021-12-04;18136;3351
18856;306;2020-06-02;2021-06-03;29958;19318
18857;308;2020-06-10;2021-06-11;35308;0
18858;306;2020-08-10;2021-08-11;11755;1665
18859;301;2020-07-16;2021-07-17;14219;0
18860;307;2020-07-05;2021-07-06;48246;0
18861;308;2020-07-27;2021-07-28;49873;0
18862;102;2020-11-13;2021-11-14;10292;0
18863;305;2020-02-07;2021-02-07;45371;0
18864;102;2020-10-27;2021-10-28;18584;0
18865;305;2020-04-26;2021-04-27;33535;0
18866;306;2020-08-13;2021-08-14;43157;0
18867;305;2020-04-16;2021-04-17;26521;0
18868;307;2020-04-16;2021-04-17;14857;0
18869;301;2020-07-19;2021-07-20;10636;0
18870;305;2020-04-28;2021-04-29;24454;0
18871;305;2020-06-25;2021-06-26;36260;18397
18872;301;2020-10-23;2021-10-24;17421;8272
18873;301;2020-05-20;2021-05-21;39070;0
18874;306;2020-09-29;2021-09-30;13030;0
18875;101;2020-05-14;2021-05-15;16436;13135
18876;102;2020-10-19;2021-10-20;33932;0
18877;301;2020-12-22;2021-12-23;41459;0
18878;307;2020-01-01;2021-01-01;26863;0
18879;308;2020-04-15;2021-04-16;45987;0
18880;308;2020-03-24;2021-03-25;24265;0
18881;301;2020-06-22;2021-06-23;29363;6631
18882;306;2020-12-26;2021-12-27;30315;0
18883;307;2020-05-14;2021-05-15;42004;0
18884;306;2020-02-18;2021-02-18;12335;0
18885;308;2020-09-06;2021-09-07;33452;15649
18886;101;2020-10-01;2021-10-02;25062;0
18887;307;2020-09-22;2021-09-23;18593;0
18888;306;2020-07-27;2021-07-28;41531;0
18889;102;2020-11-11;2021-11-12;20393;0
18890;308;2020-02-14;2021-02-14;48368;38080
18891;301;2020-06-28;2021-06-29;10264;0
18892;301;2020-10-27;2021-10-28;21590;0
18893;102;2020-07-31;2021-08-01;26278;10091
18894;101;2020-10-15;2021-10-16;37507;0
18895;301;2020-01-26;2021-01-26;17299;0
18896;102;2020-04-23;2021-04-24;28767;0
18897;306;2020-05-11;2021-05-12;33723;0
18898;308;2020-08-19;2021-08-20;44835;0
18899;308;2020-11-04;2021-11-05;33479;0
18900;305;2020-06-08;2021-06-09;41951;4111
18901;101;2020-12-29;2021-12-30;12202;0
18902;308;2020-10-02;2021-10-03;24448;0
18903;101;2020-03-06;2021-03-07;29111;0
18904;301;2020-12-15;2021-12-16;19837;0
18905;102;2020-08-30;2021-08-31;15174;0
18906;102;2020-12-28;2021-12-29;10260;0
18907;301;2020-02-12;2021-02-12;19941;0
18908;307;2020-07-23;2021-07-24;30383;0
18909;102;2020-09-13;2021-09-14;20935;19822
18910;102;2020-03-02;2021-03-03;30357;0
18911;101;2020-04-21;2021-04-22;33644;0
18912;307;2020-12-15;2021-12-16;32026;0
18913;308;2020-07-27;2021-07-28;18069;0
18914;301;2020-07-16;2021-07-17;33045;0
18915;305;2020-12-15;2021-12-16;18367;0
18916;308;2020-11-06;2021-11-07;10455;3423
18917;305;2020-09-09;2021-09-10;45028;20451
18918;308;2020-10-27;2021-10-28;49314;38034
18919;307;2020-10-28;2021-10-29;21181;0
18920;301;2020-08-19;2021-08-20;39395;0
18921;101;2020-06-02;2021-06-03;30612;0
18922;307;2020-05-02;2021-05-03;24877;0
18923;301;2020-01-28;2021-01-28;46331;0
18924;307;2020-05-30;2021-05-31;16874;0
18925;301;2020-10-22;2021-10-23;42670;33526
18926;102;2020-03-05;2021-03-06;11884;0
18927;102;2020-09-25;2021-09-26;17180;4837
18928;308;2020-10-10;2021-10-11;22780;0
18929;308;2020-01-06;2021-01-06;14217;0
18930;102;2020-09-26;2021-09-27;38766;0
18931;308;2020-10-20;2021-10-21;33197;0
18932;306;2020-01-16;2021-01-16;42346;0
18933;102;2020-05-18;2021-05-19;32229;6107
18934;301;2020-10-29;2021-10-30;24976;0
18935;102;2020-04-26;2021-04-27;29896;15575
18936;102;2020-03-09;2021-03-10;27411;0
18937;308;2020-06-06;2021-06-07;33697;0
18938;305;2020-08-10;2021-08-11;35033;0
18939;102;2020-07-31;2021-08-01;18995;0
18940;101;2020-04-30;2021-05-01;26282;0
18941;301;2020-04-16;2021-04-17;30601;0
18942;308;2020-08-14;2021-08-15;49362;0
18943;101;2020-08-23;2021-08-24;39829;0
18944;101;2020-10-11;2021-10-12;34259;18638
18945;101;2020-04-15;2021-04-16;38244;0
18946;101;2020-10-08;2021-10-09;38793;0
18947;301;2020-03-06;2021-03-07;43262;0
18948;307;2020-02-12;2021-02-12;40882;0
18949;305;2020-07-02;2021-07-03;49161;41436
18950;102;2020-02-26;2021-02-26;35300;0
18951;102;2020-12-31;2022-01-01;13299;0
18952;306;2020-12-17;2021-12-18;36222;0
18953;305;2020-08-27;2021-08-28;24663;0
18954;305;2020-05-15;2021-05-16;29210;0
18955;306;2020-01-26;2021-01-26;48933;0
18956;301;2020-07-11;2021-07-12;49353;0
18957;101;2020-01-20;2021-01-20;22141;0
18958;101;2020-08-15;2021-08-16;21987;0
18959;305;2020-02-13;2021-02-13;19455;0
18960;301;2020-12-28;2021-12-29;23352;0
18961;306;2020-05-13;2021-05-14;33006;0
18962;305;2020-10-24;2021-10-25;20835;0
18963;102;2020-11-03;2021-11-04;15333;0
18964;308;2020-10-28;2021-10-29;41707;0
18965;306;2020-07-27;2021-07-28;29376;0
18966;308;2020-07-23;2021-07-24;44477;0
18967;102;2020-12-22;2021-12-23;40228;0
18968;306;2020-03-27;2021-03-28;39885;26593
18969;102;2020-01-08;2021-01-08;26578;0
18970;101;2020-03-23;2021-03-24;46899;4320
18971;308;2020-02-22;2021-02-22;11858;0
18972;306;2020-12-16;2021-12-17;47851;0
18973;301;2020-09-29;2021-09-30;46107;0
18974;102;2020-12-05;2021-12-06;37118;0
18975;308;2020-01-26;2021-01-26;20162;0
18976;101;2020-03-10;2021-03-11;45266;0
18977;101;2020-10-20;2021-10-21;29644;0
18978;306;2020-12-16;2021-12-17;37356;14369
18979;305;2020-08-07;2021-08-08;17356;0
18980;306;2020-09-16;2021-09-17;39121;14168
18981;308;2020-12-08;2021-12-09;33180;25149
18982;305;2020-11-01;2021-11-02;36763;0
18983;101;2020-12-28;2021-12-29;35248;0
18984;305;2020-05-20;2021-05-21;26078;0
18985;305;2020-03-11;2021-03-12;30605;0
18986;301;2020-09-21;2021-09-22;44216;33180
18987;307;2020-02-04;2021-02-04;23696;0
18988;102;2020-02-23;2021-02-23;24345;0
18989;301;2020-04-10;2021-04-11;27836;0
18990;308;2020-10-17;2021-10-18;10033;2536
18991;102;2020-09-23;2021-09-24;19011;13284
18992;102;2020-02-19;2021-02-19;24381;0
18993;306;2020-05-01;2021-05-02;20658;0
18994;305;2020-04-15;2021-04-16;38359;28535
18995;307;2020-08-03;2021-08-04;32957;0
18996;307;2020-05-03;2021-05-04;14919;0
18997;307;2020-05-04;2021-05-05;33733;14062
18998;306;2020-09-09;2021-09-10;23378;0
18999;308;2020-12-15;2021-12-16;45404;0
19000;307;2020-10-09;2021-10-10;37098;0
19001;308;2020-10-02;2021-10-03;44150;23984
19002;308;2020-08-29;2021-08-30;24725;0
19003;308;2020-08-25;2021-08-26;42879;0
19004;306;2020-02-10;2021-02-10;24537;0
19005;101;2020-04-25;2021-04-26;36336;0
19006;102;2020-12-25;2021-12-26;22938;0
19007;306;2020-12-02;2021-12-03;41084;7044
19008;101;2020-11-01;2021-11-02;30257;4899
19009;306;2020-10-30;2021-10-31;35196;0
19010;305;2020-03-08;2021-03-09;10945;0
19011;305;2020-08-13;2021-08-14;39610;0
19012;102;2020-02-17;2021-02-17;48560;0
19013;102;2020-10-05;2021-10-06;10069;7208
19014;101;2020-04-12;2021-04-13;17789;0
19015;306;2020-07-25;2021-07-26;39520;0
19016;308;2020-12-26;2021-12-27;48495;0
19017;307;2020-11-10;2021-11-11;39023;3061
19018;307;2020-12-28;2021-12-29;47863;0
19019;301;2020-09-13;2021-09-14;26468;0
19020;306;2020-09-09;2021-09-10;21071;0
19021;305;2020-05-27;2021-05-28;34923;0
19022;305;2020-03-27;2021-03-28;13959;7711
19023;305;2020-09-23;2021-09-24;29273;11505
19024;308;2020-07-15;2021-07-16;10665;9054
19025;307;2020-11-02;2021-11-03;47510;0
19026;101;2020-09-30;2021-10-01;35994;11669
19027;305;2020-01-08;2021-01-08;35607;0
19028;307;2020-05-24;2021-05-25;31395;0
19029;301;2020-04-07;2021-04-08;32725;17424
19030;101;2020-06-20;2021-06-21;42492;0
19031;306;2020-10-23;2021-10-24;20041;7362
19032;306;2020-10-12;2021-10-13;28054;19920
19033;307;2020-09-05;2021-09-06;15100;0
19034;307;2020-04-29;2021-04-30;40059;0
19035;301;2020-11-09;2021-11-10;14909;0
19036;308;2020-06-04;2021-06-05;12408;0
19037;305;2020-11-08;2021-11-09;24858;5923
19038;308;2020-07-08;2021-07-09;14410;0
19039;308;2020-02-29;2021-03-01;44006;0
19040;101;2020-08-13;2021-08-14;26738;0
19041;306;2020-03-12;2021-03-13;33987;0
19042;307;2020-06-27;2021-06-28;27149;0
19043;307;2020-12-02;2021-12-03;40999;0
19044;102;2020-03-19;2021-03-20;26955;0
19045;305;2020-04-17;2021-04-18;48583;0
19046;306;2020-12-17;2021-12-18;28103;13910
19047;307;2020-01-11;2021-01-11;34194;20417
19048;305;2020-03-25;2021-03-26;10681;0
19049;305;2020-10-01;2021-10-02;18282;0
19050;101;2020-06-13;2021-06-14;11013;0
19051;306;2020-01-29;2021-01-29;46780;0
19052;101;2020-06-07;2021-06-08;11157;0
19053;301;2020-10-21;2021-10-22;27758;0
19054;102;2020-02-16;2021-02-16;34439;2385
19055;101;2020-03-14;2021-03-15;11223;0
19056;308;2020-03-22;2021-03-23;27499;0
19057;307;2020-02-29;2021-03-01;20623;0
19058;101;2020-03-05;2021-03-06;41146;0
19059;308;2020-09-16;2021-09-17;44453;0
19060;101;2020-08-30;2021-08-31;45849;22083
19061;305;2020-06-30;2021-07-01;33059;0
19062;307;2020-02-06;2021-02-06;43379;0
19063;308;2020-08-15;2021-08-16;38353;0
19064;308;2020-10-03;2021-10-04;14075;4995
19065;301;2020-07-20;2021-07-21;39637;9170
19066;307;2020-06-14;2021-06-15;24548;0
19067;305;2020-12-09;2021-12-10;24851;5972
19068;307;2020-01-01;2021-01-01;11981;0
19069;308;2020-12-24;2021-12-25;31251;0
19070;301;2020-11-08;2021-11-09;11638;11368
19071;307;2020-09-04;2021-09-05;26771;20823
19072;101;2020-02-05;2021-02-05;14955;7601
19073;101;2020-05-24;2021-05-25;39602;0
19074;307;2020-06-10;2021-06-11;37721;0
19075;306;2020-10-17;2021-10-18;33502;0
19076;101;2020-02-23;2021-02-23;30203;0
19077;102;2020-03-23;2021-03-24;44495;0
19078;101;2020-05-24;2021-05-25;13170;0
19079;102;2020-01-08;2021-01-08;26808;0
19080;308;2020-02-07;2021-02-07;12792;6992
19081;305;2020-02-16;2021-02-16;20136;0
19082;101;2020-11-13;2021-11-14;33582;0
19083;306;2020-06-27;2021-06-28;20150;0
19084;308;2020-11-13;2021-11-14;30323;0
19085;102;2020-04-20;2021-04-21;10522;0
19086;307;2020-04-24;2021-04-25;46306;38653
19087;306;2020-05-29;2021-05-30;10008;0
19088;308;2020-01-12;2021-01-12;36826;0
19089;306;2020-10-03;2021-10-04;37378;6487
19090;307;2020-02-20;2021-02-20;18183;0
19091;101;2020-11-16;2021-11-17;21021;0
19092;306;2020-10-10;2021-10-11;36547;0
19093;308;2020-06-15;2021-06-16;39765;0
19094;308;2020-05-13;2021-05-14;25690;1420
19095;305;2020-06-28;2021-06-29;30756;2363
19096;301;2020-12-10;2021-12-11;45578;0
19097;301;2020-02-06;2021-02-06;30314;17729
19098;101;2020-01-04;2021-01-04;23230;0
19099;306;2020-07-18;2021-07-19;44465;39231
19100;101;2020-05-18;2021-05-19;21386;0
19101;102;2020-03-28;2021-03-29;21979;0
19102;301;2020-09-24;2021-09-25;17148;0
19103;307;2020-08-22;2021-08-23;10159;0
19104;305;2020-02-23;2021-02-23;37469;32717
19105;305;2020-06-03;2021-06-04;29453;5571
19106;101;2020-02-27;2021-02-27;40425;0
19107;102;2020-03-21;2021-03-22;18354;0
19108;101;2020-08-26;2021-08-27;43846;0
19109;305;2020-02-16;2021-02-16;18691;0
19110;301;2020-09-19;2021-09-20;22045;0
19111;101;2020-09-10;2021-09-11;32596;21263
19112;102;2020-01-28;2021-01-28;21075;0
19113;101;2020-06-26;2021-06-27;47426;11429
19114;305;2020-06-30;2021-07-01;12632;0
19115;308;2020-08-16;2021-08-17;30708;0
19116;102;2020-04-17;2021-04-18;48881;15087
19117;306;2020-06-23;2021-06-24;35608;0
19118;308;2020-05-30;2021-05-31;39349;0
19119;307;2020-09-29;2021-09-30;40891;15082
19120;306;2020-06-21;2021-06-22;33557;0
19121;305;2020-03-13;2021-03-14;44429;0
19122;308;2020-11-20;2021-11-21;18821;0
19123;307;2020-09-30;2021-10-01;17122;0
19124;102;2020-11-12;2021-11-13;17734;0
19125;307;2020-02-06;2021-02-06;12974;0
19126;102;2020-08-02;2021-08-03;30538;0
19127;307;2020-03-04;2021-03-05;10060;0
19128;102;2020-06-01;2021-06-02;41091;0
19129;101;2020-08-13;2021-08-14;18736;0
19130;301;2020-10-15;2021-10-16;48769;0
19131;308;2020-11-02;2021-11-03;28370;0
19132;305;2020-04-09;2021-04-10;43406;0
19133;301;2020-06-15;2021-06-16;43717;3291
19134;305;2020-03-23;2021-03-24;49793;0
19135;308;2020-10-25;2021-10-26;40354;7854
19136;308;2020-02-15;2021-02-15;38112;0
19137;102;2020-12-19;2021-12-20;38038;0
19138;308;2020-04-07;2021-04-08;26943;0
19139;301;2020-10-22;2021-10-23;18227;0
19140;308;2020-04-27;2021-04-28;15587;0
19141;308;2020-03-30;2021-03-31;42103;0
19142;305;2020-07-12;2021-07-13;16275;7471
19143;101;2020-04-02;2021-04-03;20629;0
19144;301;2020-11-07;2021-11-08;12338;0
19145;308;2020-03-06;2021-03-07;38289;0
19146;305;2020-10-27;2021-10-28;10070;0
19147;102;2020-09-17;2021-09-18;33963;0
19148;301;2020-06-08;2021-06-09;40666;39128
19149;305;2020-03-27;2021-03-28;20135;0
19150;306;2020-02-09;2021-02-09;29606;0
19151;308;2020-01-30;2021-01-30;22154;0
19152;307;2020-10-26;2021-10-27;47846;19801
19153;308;2020-07-14;2021-07-15;11119;0
19154;102;2020-09-18;2021-09-19;26582;0
19155;305;2020-09-09;2021-09-10;29017;6999
19156;308;2020-05-04;2021-05-05;30974;0
19157;305;2020-10-08;2021-10-09;32520;0
19158;305;2020-10-30;2021-10-31;20858;0
19159;306;2020-10-04;2021-10-05;49163;0
19160;307;2020-08-18;2021-08-19;42519;0
19161;101;2020-04-10;2021-04-11;14829;0
19162;306;2020-06-15;2021-06-16;38353;0
19163;308;2020-07-19;2021-07-20;37927;28417
19164;301;2020-12-08;2021-12-09;23968;0
19165;101;2020-05-18;2021-05-19;49265;0
19166;308;2020-11-04;2021-11-05;27783;15162
19167;308;2020-01-16;2021-01-16;32723;0
19168;305;2020-08-19;2021-08-20;30596;0
19169;305;2020-04-06;2021-04-07;24008;0
19170;307;2020-07-11;2021-07-12;45774;0
19171;308;2020-05-04;2021-05-05;36269;0
19172;301;2020-08-03;2021-08-04;39560;0
19173;306;2020-03-09;2021-03-10;17676;0
19174;307;2020-10-14;2021-10-15;38543;10822
19175;102;2020-09-16;2021-09-17;32973;16894
19176;308;2020-06-10;2021-06-11;16596;0
19177;306;2020-05-03;2021-05-04;31707;0
19178;101;2020-07-09;2021-07-10;22561;0
19179;102;2020-01-20;2021-01-20;11311;6124
19180;301;2020-12-10;2021-12-11;40082;0
19181;306;2020-05-29;2021-05-30;17160;0
19182;306;2020-08-25;2021-08-26;28403;0
19183;101;2020-08-01;2021-08-02;38983;0
19184;306;2020-12-02;2021-12-03;37104;0
19185;301;2020-12-24;2021-12-25;46631;0
19186;307;2020-12-30;2021-12-31;19423;0
19187;301;2020-06-14;2021-06-15;22559;0
19188;308;2020-04-22;2021-04-23;29928;0
19189;102;2020-08-18;2021-08-19;28475;6250
19190;306;2020-03-05;2021-03-06;36209;0
19191;101;2020-11-14;2021-11-15;23717;6167
19192;305;2020-08-23;2021-08-24;49555;0
19193;305;2020-06-17;2021-06-18;10211;984
19194;305;2020-04-13;2021-04-14;29976;0
19195;101;2020-03-26;2021-03-27;11972;0
19196;306;2020-12-03;2021-12-04;23071;11829
19197;102;2020-06-03;2021-06-04;27778;22566
19198;306;2020-02-06;2021-02-06;22069;0
19199;301;2020-02-17;2021-02-17;43388;0
19200;305;2020-03-14;2021-03-15;29986;0
19201;305;2020-05-11;2021-05-12;14797;0
19202;308;2020-04-06;2021-04-07;36543;21025
19203;101;2020-01-03;2021-01-03;23274;0
19204;102;2020-03-18;2021-03-19;38855;0
19205;305;2020-02-21;2021-02-21;29922;0
19206;301;2020-12-15;2021-12-16;13454;0
19207;308;2020-03-18;2021-03-19;17810;0
19208;301;2020-04-27;2021-04-28;33591;0
19209;307;2020-06-16;2021-06-17;13927;0
19210;307;2020-05-17;2021-05-18;21660;0
19211;305;2020-09-06;2021-09-07;38303;4525
19212;101;2020-08-25;2021-08-26;18851;0
19213;305;2020-10-06;2021-10-07;21712;14617
19214;301;2020-04-16;2021-04-17;36140;0
19215;308;2020-08-19;2021-08-20;14203;0
19216;102;2020-12-19;2021-12-20;17404;0
19217;305;2020-02-22;2021-02-22;22222;0
19218;305;2020-10-24;2021-10-25;10355;0
19219;101;2020-09-05;2021-09-06;31446;31365
19220;102;2020-12-01;2021-12-02;34063;0
19221;301;2020-05-18;2021-05-19;46638;0
19222;308;2020-04-28;2021-04-29;40696;0
19223;102;2020-09-10;2021-09-11;34420;0
19224;301;2020-12-06;2021-12-07;34008;0
19225;308;2020-06-26;2021-06-27;38540;0
19226;308;2020-08-28;2021-08-29;46082;30161
19227;308;2020-03-19;2021-03-20;42089;0
19228;307;2020-11-03;2021-11-04;28091;0
19229;102;2020-02-19;2021-02-19;39193;0
19230;305;2020-11-05;2021-11-06;13713;5083
19231;102;2020-01-16;2021-01-16;47230;24569
19232;306;2020-08-27;2021-08-28;49233;0
19233;301;2020-06-09;2021-06-10;21238;0
19234;306;2020-07-21;2021-07-22;33034;0
19235;101;2020-02-11;2021-02-11;40881;0
19236;102;2020-08-23;2021-08-24;36210;0
19237;308;2020-08-08;2021-08-09;27751;0
19238;307;2020-02-16;2021-02-16;30950;0
19239;307;2020-12-31;2022-01-01;31136;0
19240;306;2020-02-28;2021-02-28;46299;0
19241;308;2020-06-30;2021-07-01;22813;0
19242;101;2020-05-05;2021-05-06;46966;0
19243;306;2020-10-24;2021-10-25;25030;0
19244;307;2020-05-24;2021-05-25;15681;0
19245;305;2020-01-21;2021-01-21;15871;0
19246;306;2020-06-24;2021-06-25;30004;9776
19247;102;2020-10-23;2021-10-24;13480;0
19248;305;2020-02-18;2021-02-18;28743;0
19249;305;2020-12-04;2021-12-05;19896;0
19250;306;2020-06-19;2021-06-20;13026;0
19251;305;2020-12-08;2021-12-09;17804;0
19252;301;2020-12-08;2021-12-09;31469;0
19253;102;2020-02-06;2021-02-06;30322;0
19254;307;2020-10-26;2021-10-27;37002;0
19255;305;2020-12-20;2021-12-21;47600;42659
19256;101;2020-06-05;2021-06-06;26404;0
19257;308;2020-09-17;2021-09-18;39504;0
19258;306;2020-07-10;2021-07-11;44959;0
19259;306;2020-11-20;2021-11-21;38907;0
19260;306;2020-05-25;2021-05-26;39453;0
19261;307;2020-04-06;2021-04-07;10053;0
19262;301;2020-07-28;2021-07-29;38145;35755
19263;101;2020-12-04;2021-12-05;29569;4332
19264;308;2020-04-03;2021-04-04;15063;0
19265;305;2020-07-04;2021-07-05;38522;0
19266;102;2020-08-09;2021-08-10;27790;0
19267;305;2020-12-27;2021-12-28;12899;0
19268;101;2020-03-28;2021-03-29;32152;22366
19269;306;2020-05-02;2021-05-03;23886;0
19270;305;2020-08-20;2021-08-21;10300;0
19271;307;2020-09-17;2021-09-18;17210;14913
19272;308;2020-11-01;2021-11-02;24692;0
19273;306;2020-11-26;2021-11-27;26351;0
19274;301;2020-04-02;2021-04-03;42270;0
19275;308;2020-10-12;2021-10-13;35324;0
19276;102;2020-02-18;2021-02-18;21747;0
19277;102;2020-05-03;2021-05-04;14610;0
19278;306;2020-12-13;2021-12-14;23904;0
19279;308;2020-10-01;2021-10-02;32824;0
19280;101;2020-10-08;2021-10-09;15964;0
19281;306;2020-12-28;2021-12-29;20582;0
